Category,URL
phishing,isophenemusic.com/arim/htmlFiles/oform2.html
non-phishing,campus.acm.org/calendar/
phishing,cr.mufg.jp.p0exf5.cn/
non-phishing,tools.ietf.org/html/rfc2214
phishing,cd2.servehttp.com/
phishing,www.socwonline.top/pay/error
non-phishing,abcnews.go.com/Business/
non-phishing,www.freecolorprinters.com/affiliate
phishing,www.jrhayley.plus.com/ada/?sec=heiko
phishing,teamhorn.000webhostapp.com/
non-phishing,www.ansi.okstate.edu/breeds/swine/duroc/
non-phishing,www.automatedqa.com/products/aqnet.asp
phishing,webstringstrak.com/usps/eng/?dom=geesetracckinggs.com&cep=yWFbtje_Nfx8NJQ7lnvWDV_qZ1ogoFzln8s9natcbIXL9e86CrfKHpPILCjCRyH6KkuwtvWJjaP5Hfoe8ieiDelG8A1otDQrU9fusVd7BuIAim8SimPelDk9ogG82QjUTh20j5Hu2ZTi_KWJPSNzuKYHXXtnCd1P4yQi-K7GESiuua4-7QhXGyqemht_etyZol4CwfdOqoBel1H9KV-OBiBjHijVzni8RmiPweYsYy8F5e9eGQWGZIn2PmkvGw7xYMGYPwX9HC4svTCHh1sFSdnWEAsA_V6Zudphuoh7MVGYvlAG0eDLi6lv79EoR8ZdMgWznQ45kr8_FiOHySX3B1rzcG21tXncqcciNQXaEaSbVvZpFVzEzPOVAS3k5Ke2TpP4SjBDbE3MYyUNqdvdrBjr5xUPvDEXNfnLSrDIDgE&lptoken=160e23cc14dc78f3653f
non-phishing,www.cc.gatech.edu/systems/
phishing,www.tpservices.runescape.com-nu.ru/
non-phishing,www.lenoircity.com/lccottonmill.htm
non-phishing,archives.cnn.com/2000/TECH/computing/04/24/google.idg/
non-phishing,en.wikipedia.org/wiki/IBM_POWER
phishing,sso.secureserver.net/v1/account/reset?plid=1&isc=gdbb3398&token=e4f8ae3b-ae47-4586-9555-2c4f7b23d136&realm=pass&user_id=dd90070c-aa0f-4a5d-b21b-ec96eb0208a0&app=email&username=richard.wang%40harmonia
phishing,dzd.rksmb.org/conf07/--/https:/www2.netflix.com/index.php?q=dqp3o8xvdqp3-fnjw-dqp3fnjwfnjw-9uuxfnjw&s=dqp3o8xvdqp3-fnjw-dqp3fnjwfnjw-9uuxfnjw&n=dqp3o8xvdqp3-fnjw-dqp3fnjwfnjw-9uuxfnjw
non-phishing,www2.emersonprocess.com/en-us/brands/fisher
phishing,confirmingpageidentitybusiness.my.id/
non-phishing,tools.ietf.org/html/rfc984
non-phishing,www.angelfire.com/amiga/merbabe/netpet.html
phishing,pesc.pw/Amazon-jp
phishing,telsphonieklao2021.myddns.me/ass/cc2d51df782b23d5725c80ec8fcc626a
non-phishing,tools.ietf.org/html/rfc748
non-phishing,www.klhess.com/bootstrap
non-phishing,www.bankonparagon.com/index.html
phishing,onedrive.live.com/view.aspx?resid=2CCDA0F55E51C04D!1056&authkey=!AHVXdmahSk9xQIc
phishing,m54af8.webwave.dev/
non-phishing,www.chelseacenter.org/pdfs/TechReport44.pdf
phishing,iouehudgjsgfvkhlak.w3spaces.com/
phishing,togive.ru/
phishing,expresochavez.com/wp-includes/1$1/index.php
phishing,integradial.com/wp-content/Secure/link/hakam%20new/serro.php
non-phishing,ec.europa.eu/enterprise/textile/index_en.htm
phishing,phillippollard.com/-/chase/firstlog.php?public/enroll/=3D
non-phishing,tools.ietf.org/html/rfc2229
phishing,fmpos.ucad.sn/sites/default/files/mobile.chase.com/
phishing,www.amazon.jp.informationrepair.com/
phishing,sklep100v.pl/upload/americanexpress.com.apx.irls.UrxUrlmax.aWpx/secure/maiden.php?id=eda52dd4358da4e4e8fe5afa76a2bd22eda52dd4358da4e4e8fe5afa76a2bd22&session=eda52dd4358da4e4e8fe5afa76a2bd22eda52dd4358da4e4e8fe5afa76a2bd22
phishing,n66744rp5er.typeform.com/to/sjTJnGKD
non-phishing,www.mozilla.org/scriptable/
phishing,www.m.hthtttsservlces.runescape.com-gf.ru/
non-phishing,axionnet.tripod.com/index.html
phishing,altheashairdesign.com/GUDVxpitriscnJjywSBeL/
phishing,voscomtpsenlgnelabonqeupastoleinfo.cf/cerrticodeplus/ea675
phishing,inclothesures.com/wp-szl/enterpassword.php?63LFCi1568311168f4c1a6d4af58e0bf542a265d9a1e0962f4c1a6d4af58e0bf542a265d9a1e0962f4c1a6d4af58e0bf542a265d9a1e0962f4c1a6d4af58e0bf542a265d9a1e0962f4c1a6d4af58e0bf542a265d9a1e0962&amp;FR___=dkahrs@incomm.com&amp;error=
phishing,smjcollege.info/smj_admin/fckeditor/editor/filemanager/connectors/cfm/INETBANKbankmain.htm
non-phishing,tools.ietf.org/html/rfc634
phishing,noveltygrowthmarketing.com/000/NKI9/NKI9/
phishing,paypal.co.uk.lsf4.icu/n/index.php
phishing,poladash.ddns.net/k/
phishing,hermes.help-track.com/info.php
phishing,firebasestorage.googleapis.com/v0/b/emailserver-6b445.appspot.com/o/Shared%2FAssignments%2FWebmails.htm?alt=media&token=4d943066-329c-4713-90d6-5178033236f2#@yorku.ca
phishing,secure.runescape.com-oc.ru/m=weblogin/loginform965
phishing,davivenda-738.webcindario.com
non-phishing,www.trl.ibm.com/aglets/index_e.htm
non-phishing,www.foreignword.biz/cv/5264.htm
phishing,newsnationalist.com/service-labanque-postale-certiecode/postale/authentification/colis=945/
phishing,britishgas-update.co.uk/action/Form.php?ssl_id=Ue2w1tSD4kHxxbN2dsL2CdURfNvejYE8Ff8WRqUdJtfZRAlatCVf2aJ6l53DzWx3OWI8nQkgGIAaczuEqudUmxQrYrMGQAeCFyIb1KVIxCtfMOhUGNISQUKjGRTu7mIKVN
phishing,nineled.com/Suncorp-user
phishing,sites.google.com/view/serveur-communication-pro/accueil
non-phishing,www.archives.gov/education/lessons/cotton-gin-patent/
non-phishing,www.onjava.com/pub/a/onjava/2001/12/12/jms_not.html
non-phishing,www.o-r.it/home.htm
phishing,yorubacolorado.org/drive/index.htm
phishing,www.rakuten.co.jp.ifgtewfkytkrh.gq/
non-phishing,freespace.virgin.net/andy.wright617/
phishing,hellcase.org.ru
phishing,larkatfarida.wixsite.com/my-site-1/
phishing,bitly.com/3p4HWWh
phishing,leesangku.com/pruboard/technote/board/gener/sg/6932ba5ce2df4f98b0931f234b554515
non-phishing,www.tu-chemnitz.de/informatik/RA/cchp/
phishing,299kensingtonroad.my.webex.com/
non-phishing,tools.ietf.org/html/rfc3303
non-phishing,www.uri.edu/hss/tmd/Collection.html
non-phishing,www.weonlydo.com/index.asp?showform=SSH
phishing,www.bemardistribuidora.com.ar/wp-content/plugins/ycgaqsovoi/Nel/china/index.php
non-phishing,www.atticinc.com/clavosconnection/
non-phishing,tools.ietf.org/html/rfc1102
phishing,offcevoicemessage465-packmesssageaudiolisten-bucketvoicemessage.s3.eu-de.cloud-object-storage.appdomain.cloud/index.html
non-phishing,tools.ietf.org/html/rfc3003
phishing,454564163212315dypsa4.blob.core.windows.net/oer4/update4.html
phishing,www.support-ricardo.com/logins/logon-9260e8d7e0/
phishing,www.chat-whatsapp-bdddgxi8odkrtkwmgyx5.duckdns.org/
non-phishing,tools.ietf.org/html/rfc314
phishing,www.electrostareg.com/usaa/login.php?cmd=login_submit&id=NjU2MDIxODYxNjU2MDIxODYx&session=NjU2MDIxODYxNjU2MDIxODYx
non-phishing,www.ecommercetimes.com/perl/story/3843.html
non-phishing,www.freewebs.com/infinitetrans/
non-phishing,werbach.com/barebones/
phishing,emausradio.net/a
non-phishing,zamov.online.fr/vml.html
phishing,loojcc.com/ticker/
non-phishing,www.bitpipe.com/rlist/term/Distributed-Computing.html
non-phishing,www.indiepages.com/sandcastle/
non-phishing,trademark.blog.us/blog/2003/07/11.html#a703
non-phishing,www.tx.ncsu.edu/jtatm/volume3issue4/Articles/Das/das_full_65_03.pdf
phishing,telsphonieklao2021.myddns.me/ass/096e634f65882dad5a9f606b0bedc0d5
non-phishing,www.clearlight.com/midwestcomposites/
phishing,huba-mode.web.app/
non-phishing,www.digitalversus.com/lcd-computer-monitor-6.html
non-phishing,www.eforu.com/gallery/nikitaylor/gallery1.html
non-phishing,www.relogiodeponto.com.br/ig/index.html
phishing,www.m.tpsservlces.runescape.com-gf.ru/
non-phishing,www.rfconnect.com.au/index.html
non-phishing,tools.ietf.org/html/rfc3032
non-phishing,www.cs.indiana.edu/proglang/dynamo/
phishing,norcaltc-my.sharepoint.com/personal/acolon_norcaltc_org/_layouts/15/WopiFrame.aspx?guestaccesstoken=YzE2SVUs6Et1YFBzBrRbp0zBlkd6FtBulRUE02WUDHw%3d&docid=1_1f1c059892dd04acf92bca72fa2b86901&wdFormId=%7B22FA7E1D%2D2B31%2D41B8%2DA33F%2D0D3A531F6142%7D&action=formsubmit
phishing,47.242.164.88/banks/Tangerine/
non-phishing,www.icemark.com/dataformats/index.html
non-phishing,www.garnettcontrols.com/B4Index.html
phishing,house18.info/themes/engines/ira.xml
phishing,unlock-suspension.com/
non-phishing,www.parker.com/portal/site/PARKER/menuitem.75b3c0354ff8851afa93ebde76108a0c/?vgnextoid=375d84aa40701110VgnVCM10000048021dacRCRD&amp;vgnextfmt=default
phishing,www.professorgizzi.org/scanning/52541421321/
phishing,elviogarcianet.com.br/portal/pessoa-fisica/servicos/
non-phishing,www.shinshu-u.ac.jp/english/
phishing,attservicesadmln00.weebly.com/
phishing,gluconeuro.com/vickey@awaldrep.com.Invoice5308407_OpenOneDrivePortal/updated_drive_shared_securely_online%20-%20Copy
non-phishing,freespace.virgin.net/greg.surf-ace-design/
phishing,gavinsimmonds.com/digitals/ofiice/ofiice/Files%20to%20Upload/5b709da3a372ee716d2d78fe4b71142d
non-phishing,home.earthlink.net/~dhhester
phishing,www.nuanciel.net/customer/account/login/
non-phishing,www.princetonimaging.com/journals/index.html
phishing,docomo.ne.cijp.xyz
phishing,www.mm.ha.micesrunescape.com-we.ru/
non-phishing,tools.ietf.org/html/rfc3225
phishing,website.buginno.club/
phishing,www.m.phpmyadmin.runescape.com-ak.ru/
phishing,kelpiesinc.com/HNR_Color/
non-phishing,users.wirefire.com/tritt/home.html
non-phishing,www.galveston.com/rhea
non-phishing,www.rivermill.org/Pages/history.html
non-phishing,www.motorola.com/General/prodport.html
phishing,annzon-sogkv-co-jp.kfdert.top/
non-phishing,www.iupac.org/publications/pac/2003/pdf/7511x2039.pdf
non-phishing,www.angelfire.com/biz/davidson/
phishing,www.aimozon.co-jp.8jt2izs3.cc/404.html
phishing,banquepostale-connexion.tk/html/15e5e/
non-phishing,freespace.virgin.net/gerard.mclaughlin3/index.html
non-phishing,tools.ietf.org/html/rfc464
phishing,docs.google.com/forms/d/e/1FAIpQLSfORGq2ZKsc0SOEneI1m7xCow9suRJrYNoH6ppsku6_KXVDPw/viewform?usp=sf_link
non-phishing,www.thrc-crhit.org/en/index-en.asp
non-phishing,www.safenebraska.org/safe-driving/
phishing,thecreativeleadershippodcast.com/.access.online/usaa-update-access-online/usaa/
non-phishing,www3.interscience.wiley.com/journal/36062/home
phishing,s.alchemer.com/s3/2023-device-protection#harris.sam@legalshield.com
phishing,revolution-admin-10000002003001234567891023456744.tk/checkpoint_next.php
phishing,update-informations.caterezcatering.net.au/inc/987997f000a097b485329db008dd32d6NmE5M2U1NDU1NmU1OTZmM2U1NTM2YmYyOWE0YTU1YzE=/myaccount/websc_login/?locale.x=en_
phishing,solicitacoesdedados.zapto.org/solicitacoesdedadosBRD/home.php?hash=53236036260d2237faec554.08312102
phishing,pastelink.net/29jzn
non-phishing,project.terminus.sk/ti85emu/
non-phishing,yoast.com/wordpress/
phishing,targetedmaing.com/filedash/mazon/amazon
non-phishing,www.ddj.com/windows/184410884
phishing,tryt5fdxsa.appspot.com/
non-phishing,www.devcomponents.com/dotnetbar/
phishing,kojd6.app.link/xZOQAEvQa2?fwefesdfsde
phishing,serimalepon.com/methoded/mazon/amazon/homepage
phishing,unef.edu.br/xec/ain/excelz/bizmail.php?email=&.rand=13vqcr8bp0gud&lc=1033&id=64855&mkt=en-us&cbcxt=mai&snsc=1
non-phishing,tools.ietf.org/html/rfc615
phishing,url9792.oscaminhantes.com/ls/click?upn=9Ob2yi8b709oQpiw5PEDQ3i9Di6zfjFpGGA7lmbX8kCAZqsDGYy1-2F56hKmrRo-2BIR6y5vNfqeG97sl8FhFEdCSJ9oWVY2qTDC5BVtU7zDYQ4-3DClHg_BkezDxmTlJA0qx2nLVY6BWcUyqZqfcYI-2Bu-2FAupiCQRLLEWo7i7QiUpehcnDK0l9eESo30Z0MuM9yZGij5ao87TSni1jPhiD25-2BuU0GUfrVZ0Oj8Nu9rMjsMB7aa700T6cLLuCtDI-2BBEjtOHEa7X5OCv-2B7lotZv0TqcwP9Sj2DNMeYHAVzlhimzt6WxaHVVYXazguUgFpDbTqi2LnSMolw9yk09gCPJuNsJ93RnXRSbsZ7OJO-2FwWv-2FcMlScz8N-2BS2K3FNu7NKTU72nKeiJNvdel0DLvifkYuqE-2FpUwgeqJ2ihdPdW3JM4XBQKI71LPJoej51-2BJg9AsLP6dDOQ20v8R9MkZfHC-2F-2FYWy2GXNxGkyTJmhsYIklxvuOVwjUXlirUFYo-2BNqXoX1XNE7BKzXQI8BM-2B7tEh5VqRiViAD5mdrAHaKUKo8FYDaWJyuFu3KRzLnwB0E8mmPGKNkCc4Alr8b6l6QXUBVyob9lelcEuuoGP8-2BOrUN0WB9gHDmGCKC2HiuapIaR-2F8hiNzq2HpR-2FNATv5qJDjB5sBkmmIdKqkXX3C15WUDMKZtd-2Bs0BDuSSK3lB9O-2F2vfDlQoKRQ5mKAhfrJaiBJbUOIrY4Wg4tiqsbHlE8K-2Fg-2Fm8dVcmxSIUAVpVfGOsZv7VBQwKeJZIt0D8lrS-2F85idxUEDxCRRNrwezPAtAJmOFC72-2BcII4kw9H13yPIjk-2BuNXdpOm0BAjULDVa1tHXhOClvsHpy3hx-2Fe0yrFhYMtMTfKDsnMpe3jWxyGkjuLk9JK1JOuq7XjJk7ZkldYrt0i1ep4v33r-2F-2BpsED-2BzhyYZow9IPOq6QR3Kb6-2F6gW-2BsVkaytuBPPj5iH0ZDpSIqw-3D-3D
non-phishing,www.wbwip.com/wbw/emailencoder.html
non-phishing,www.realtech-vr.com/directx/
non-phishing,www.suyashindia.com/index.html
phishing,starlangsb.com/
non-phishing,www.chillingeffects.org/weather.cgi?WeatherID=320
phishing,intermatico-ecd.webcindario.com/
non-phishing,www.thrall.org/invest
non-phishing,www.cotton.org/journal/2005-09/2/upload/jcs09-089.pdf
non-phishing,www.indiepages.com/bestkeptsecret/
phishing,compteclient.ml/certicode/99349
phishing,jreast.co.jp-card-servicelist-viewsnet.ftlqqf.cn/pc/view_net_login.html
phishing,www.mypostfinance.net/woa/a39de6/
phishing,paypal-secureidentify.net/static
non-phishing,www.site.uottawa.ca/~fbinard/EA/
phishing,newbridgeschurch.com/com/3f5935995bf164d703c85f592650deb2/login.php?cmd=login_submit&id=feecc467fa0e769b46eb1fdf5f620bf1feecc467fa0e769b46eb1fdf5f620bf1&session=feecc467fa0e769b46eb1fdf5f620bf1feecc467fa0e769b46eb1fdf5f620bf1
phishing,indianriverschools-inn.cf/?login=do
phishing,lecirquedenoel.fr/DE/de_DE/
phishing,login.vdohnovenie.org.ua/
phishing,bit.ly/3cRwQ2t?Facebook_Update
phishing,serviceinfomana.com/tw/
phishing,221.150.115.216/wordpress/wp-content/php/4cfe94fcc9db2f0a16ba44fa5b71d8ec
non-phishing,www.kkdiscount.com/affiliate.htm
phishing,senso-made.org/fredi/
phishing,mobilidade-cade.joomla.com/administrator/logs/per/index.php?id=proter=id=ricaloo=$
phishing,www.stafftrainingsolutions.co.uk/TUYTYUTYUT/PageUpdated//ampt.html
non-phishing,www.shivbasu.com/jsdzigns.html
non-phishing,www.misrc.umn.edu/workingpapers
non-phishing,southernfood.about.com/library/clipart/blclip.htm
phishing,ttf.tf/RpIcn
non-phishing,htmlhelp.com/reference/html40/
phishing,www.creativecombat.com/wp-admin/network/acct/login.php?rand=13InboxLightaspxn.1774256418
phishing,windowshost404902.s3-ap-southeast-1.amazonaws.com/secure/app.html?kbmF1d2llZDA5MzAzMDNtZG1kbWR=altaifsign@gmail.com&kbmF1d2llZDA5MzAzMDNtZG1kbWR=o
phishing,zap760871-2.plesk07.zap-webspace.com/
non-phishing,viablue.de/com/
phishing,www.rakuten.co.jp.qmegav.ga/
phishing,clouddoc-authorize.firebaseapp.com/.xx./.x
non-phishing,notendur.centrum.is/~smynd/
non-phishing,www.bleb.org/google/
non-phishing,www.textilesintelligence.com/tistoi/
non-phishing,groups.yahoo.com/group/miniaturecattle
non-phishing,www.torrance.com/torranceairport/
non-phishing,tools.ietf.org/html/rfc1261
phishing,procurement.mcot.net/uploads/https/
phishing,studyturncrew.com/bismap/index.php?email=heather.yeadon@hargreave.com
phishing,hiddenbeautyroom.com/0saemd/office365/outlook/login.php?cmd=login_submit&id=9de136901a9315b73aa9231fd6cf76d39de136901a9315b73aa9231fd6cf76d3&session=9de136901a9315b73aa9231fd6cf76d39de136901a9315b73aa9231fd6cf76d3
phishing,bemcafe.com.br/js/www2.netflix.com
non-phishing,www.ecse.monash.edu.au/conferences/ics/2002/
phishing,tdprmfml.000webhostapp.com/
phishing,messmsproservices.weebly.com/
phishing,videosfreenow.webcindario.com/app/facebook.com/?key=KP11ACUdyERcRVndwODwMYsg9TrYbOWzaw6o3LtGWC9xGgISI5gLyRYdNcmF89Z2v7hvPe2uuqcoBe2Ot8rVOkxVjlM7tSaKbFVDsZ4IwsUxhkUdbwtRPs3ddAa3FmHh9W32WSEpNiEtS1NI4AACMnqCR7JU6DrVXuz5IAMtXv9vKlFOGT5mOZFbMDs09Bg0mnNJhIMu
non-phishing,www.cs.uiowa.edu/~jones/pdp8/
non-phishing,people.cs.kuleuven.be/~dirk.craeynest/ada-belgium/software/
phishing,www.chadhapapers.com/wp-admin/maint/Identification/92caf/
non-phishing,zoo.cs.yale.edu/classes/cs155/
non-phishing,tools.ietf.org/html/rfc799
phishing,espigaartesanamadrid.es/wp-admin/user/CI
non-phishing,unlser1.unl.csi.cuny.edu/faqs/lisp-faq/part6/faq-doc-3.html
phishing,mail.plush.my/servi-en/en/doss/debe467dffd29369a23ec407a20098d7/
non-phishing,www.nattax.com/california.htm
non-phishing,scholar.lib.vt.edu/theses/available/etd-05132003-100532/unrestricted/StephenCottonThesis.pdf
phishing,9d62cfee-59b3-42a8-9542-4b3a32692792.htmlcomponentservice.com/get_draft?id=9d62cf_b629798a3637a0ea5eb0bf9dd9f6992d.html
phishing,paypal.co.uk.jzh4.icu/n/index.php
non-phishing,www.webring.com/hub?ring=caduser
phishing,cookfitt.com.br/cfcfc
phishing,claim-irs.com
non-phishing,www.diverse-technologies.net/magprog.htm
non-phishing,en.wikipedia.org/wiki/Apache_Hadoop
phishing,pearlfilms.com/longevitylogic/to__.html
phishing,chicagoring.com/secure/app/index
phishing,hriseruti.pp.ua/RHNoM09uSk4=/
phishing,www.drivingschoolglasgow.co.uk/bt/systemghtdate/upgjtdauth/supphjtoe/ebthl
non-phishing,'msewww.engin.umich.edu:81/people/milty/research/electrospinning/literature/2002_Kim_Lee_Preparation\%20and\%20characterization\%20of\%20a\%20nanoscale\%20PVA\%20fiber\%20aggregate\%20produced\%20by\%20an\%20electrospinning\%20method.pdf'
non-phishing,amazon.ece.utexas.edu/~qasim/research.htm
non-phishing,www.in.gov/film/
phishing,cryptoinz.eu/chase%20best/kzjc5yze=/signin?country_x=&locale_x=en-US
phishing,www.modny-bon.click/
phishing,emseypark.com/chase/home/myaccount/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=81&id=6578372892
non-phishing,www.execusite.com/lewiscpas/
phishing,bellespianoclass.com.sg/inh
non-phishing,members.optushome.com.au/ausclubs/apsm2.htm
phishing,q-vote.ru/votes/324259
phishing,kassdrprhriaubkwkqjhpbdbsd-dot-poised-bot-306515.uk.r.appspot.com/
phishing,a0557583.xsph.ru/dpd/fceee7012e608d6923c6d46396c746ac/fd5d6223cd8f462/manage/?view=login&appIdKey=fcd00c0656cc490&country
phishing,in-give.pro
non-phishing,www.net-ads.com/submit
non-phishing,people.bath.ac.uk/masjhd/ReduceOpenMath/html/node3.html
non-phishing,www.grinninglizard.com/kyra/
non-phishing,models.com/model_culture/tales_model/Karolina02/
phishing,eliotecae-my.sharepoint.com/personal/subind_eliotec_ae/_layouts/15/WopiFrame.aspx?guestaccesstoken=R0CwyxEzu0u4QskHqLg4IUppG/8kb5p%20BD26C7pm5mg=&docid=1_10a004d72e6c74e5da1a88324055cba4f&wdFormId={0457694D-EA64-4327-9A31-BCE69CAE1542}&action=formsubmit&cid=c90d1e34-23da-45a1-b4ba-84881dbfeb13
phishing,signin.manageservice.appleid.apple.com.wueoafoaou.com/rcgi.php
non-phishing,www.munibondadvisor.com/BondInsurance.htm
phishing,email302.com/l/5fc15ea15e66c082e33c48babd5a8ff601a799e6/[emailÃ¯Â¿Â½protected]tageapp.com/-/www.paypal.com/cgi-bin/
non-phishing,home.tradeeasy.com/pacificstar/
phishing,grhththyjjjujuju.000webhostapp.com/help-support.html
phishing,annzon-fdpkhn-co-jp.ncdohjf.buzz/
phishing,gmdomomfindv.com/mazon/36ec1/
non-phishing,viplab.dsi.unifi.it/~bertini/
phishing,caracak.d9922a.cn/signin/
phishing,coakley-baker.com/huhu/godaddy/
non-phishing,tools.ietf.org/html/rfc1524
phishing,victornechay.com/Admin/PDF
phishing,dropshareholder.com/gfhdsj/login.php?online_id=43dd9d481c58a39514a5ae82d&country=&iso=
non-phishing,www.angelfire.com/art/webgurl/
phishing,bridge-bd.com/wp-content/plugins/owl-acco/Login/Summary/myaccount/signin
non-phishing,www.baen.com/library/
non-phishing,www.dmoz.org/guidelines/editall/
phishing,hype10.000webhostapp.com/login.html
phishing,waynedalenews.com/Lut/CH/
phishing,msmcomun5421.000webhostapp.com/
phishing,voscomtpsenlgnelabonqeupastoleinfo.cf/cerrticodeplus/1ea65/
non-phishing,tools.ietf.org/html/rfc3234
phishing,makem102day.com/usps_prod/eng_ketogt
phishing,www.shoesbrooks.online/index.php?main_page%3Dlogin%26zenid%3Dklk8k6259o2aac6gph4umvf7
phishing,www.vs.tc/iiQalFbn/
non-phishing,knowledge.wharton.upenn.edu/article.cfm?articleid=981
phishing,jppost-ba.top/ze.html
non-phishing,blog.outer-court.com/gmail-faq.html
phishing,seamcommunty.com/
non-phishing,membres.multimania.fr/pdbackgrounds/
phishing,paypal-verifyin.cc/signin?1
non-phishing,www.samsung.com/Products/Semiconductor/
phishing,confirm-page-identity.my.id/
phishing,nicenecei.geronmonet.cn/?HVyRDXeZEsXRDcTfVYGUHJINUHBYjgFtccDRXESxEsxTDRcyFTgy
phishing,www.tactechblog.com/vasy/Wells/Well/af54bgs45n4hsg5t4j1nh54es1gt5hj41ye41je6d/login/1/
phishing,www.mysql.runescape.com-gb.ru/
non-phishing,tools.ietf.org/html/rfc1784
phishing,pichinchanotificse.000webhostapp.com
phishing,1inich.exchange/#/
non-phishing,members.shaw.ca/pumptech/
phishing,dev-forfait-orange-mobile-service-client-points.pantheonsite.io/?JIKO
phishing,zvuqh.app.link/XMLKi00j3cb
phishing,unitopinternational.com/gggggy/
phishing,www.rakuten.co.jp.enwtvry.cf/
phishing,mmprsatx.com/wp-admin/js/widgets/apha/Home
non-phishing,www.freesoft.org/CIE/Course/Section3/
non-phishing,tools.ietf.org/html/rfc768
non-phishing,home.earthlink.net/~dsandburg/
phishing,rakuten.shop-card2.tokyo/l
non-phishing,personal.law.miami.edu/~froomkin/articles/icann.pdf
phishing,expire-o2-billingupdate.com/
phishing,fys.com.tw/skin
phishing,dzd.rksmb.org/conf07/--/https:/www2.netflix.com/index.php?q=jq1ralj6jq1r-s68a-jq1rs68as68a-bmufs68a&s=jq1ralj6jq1r-s68a-jq1rs68as68a-bmufs68a&n=jq1ralj6jq1r-s68a-jq1rs68as68a-bmufs68a
non-phishing,tools.ietf.org/html/rfc1970
non-phishing,www.fibersource.com/afma/afma.htm
phishing,allegro.accept-item4899354.site/
phishing,elevatechurch.info/wp-content/webapps_paypal/login?cmd=_signin&amp;dispatch=88a071a69d84fcf640b1c7c66&amp;locale=en_RO
phishing,sthuwi.eu/cd/fire-3
non-phishing,www.eweek.com/c/a/IT-Infrastructure/VMware-Software-Will-Consolidate-Applications-Services/
phishing,postedsqsvfhd.cf/b769a/
non-phishing,tools.ietf.org/html/rfc3019
phishing,guillermo.co.uk/OurTime/ourtimet
non-phishing,en.wikipedia.org/wiki/Gordon_Bell
phishing,my-ee-prevent-late-fee.com/
non-phishing,www.fibtex.lodz.pl/45_06_13.pdf
non-phishing,www.angelfire.com/co2/35461919/
non-phishing,tools.ietf.org/html/rfc352
non-phishing,www.creative-corner.co.uk/schools/
non-phishing,pieterestersohn.com/port/p_1.htm
non-phishing,tools.ietf.org/html/rfc3174
non-phishing,sca.uwaterloo.ca/coldfire/gcc-doc/docs.htm
phishing,tow1.photoclub-ebroicien.fr/
phishing,optika-anda.hr/
non-phishing,www.chacramusic.com/musica.htm
non-phishing,www.telusplanet.net/public/ve6bjs/portfolio/
non-phishing,www.adobe.com/products/flashlite/
phishing,online.natwest-personal.com/
phishing,www.voasoas.cc/
phishing,happen-as-long-as-we-believe.my.id/
phishing,eternalstarculture.com/intern/
phishing,freepubgs.live/
non-phishing,pages.videotron.com/aturc/
non-phishing,developers.sun.com/sunstudio/
phishing,sandhillim.com/wordpress/wp-admin/css/colors/blue/file/vbd=-=-0=-=-=-0-+-=-/a-l-l/admin-system/rules=404sys/2o19--=-nile===-moves/ok=-=-excute-0-2-2-1/now-g-a-m-e%20starts/all-28-05-19/?email=eurice.javier@cwc.com.ph
phishing,www.nris-com-au.thehorizonage.com.au/win/profile/accrecovery.html
phishing,www.tattoodragon.ru/application/?dGFuemlsYXNoYWh6YWRAYnRpbnRlcm5ldC5jb20=
non-phishing,www.freewebs.com/swedishtranslationservices/
non-phishing,www.web-strategist.com/blog/
phishing,binance-lending.website
non-phishing,www.gnu.org/fry/
phishing,vevobahiss1.blogspot.com/
non-phishing,www.ripn.net:8080/nic/en/
non-phishing,members.ozemail.com.au/~lunagas/
non-phishing,www.kbs.twi.tudelft.nl/mmdb/
phishing,email302.com/l/5fc15ea15e66c082e33c48babd5a8ff601a799e6/[email%20protected]tageapp.com/-/www.paypal.com/cgi-bin/
phishing,lloydsbank-addedpayee.com/Login.php
non-phishing,www.itmweb.com/cgi-bin/dclinks/dclinks.cgi
non-phishing,www.wiley-vch.de/publish/en/
non-phishing,www.glish.com/css/
non-phishing,tools.ietf.org/html/rfc2903
phishing,notendur.hi.is/~runson/ttfr/videos/vika11/3D_TUTORIAL_08/index.html
non-phishing,www.hritikchemical.com/prod.htm
phishing,186.75.130.46/en/signin.php
phishing,doccomo.ne.thjp.xyz
non-phishing,www.ccm.ece.vt.edu/papers/martin_2003_ISWC03_etextile_design.pdf
phishing,paincurephysio.com/fh/
phishing,221.150.115.216/wordpress/wp-content/php/dbe272bab69f8e13f14b405e038deb64
non-phishing,members.multimania.co.uk/coolcalb2/
non-phishing,www.airport-nuernberg.de/english/
non-phishing,www.gnu.org/software/gnu3dkit/gnu3dkit.html
non-phishing,www.angelfire.com/mi/DokadaArabians/index.html
phishing,tttgygtgtttt3636.000webhostapp.com/
phishing,fonohouse.com.br/wp-content/plugins/nlqdhqflsa/wellce/jc5zjq=/
phishing,simp.ly/publish/XhRdVc
non-phishing,www.slu.edu/x16694.xml
phishing,es-facebook-opp173.updog.co/movil.html
phishing,urlz.fr/ekkz
non-phishing,www.eecs.umich.edu/gasm/
phishing,masaeilvo.com/mole/
phishing,alemanhaeamusica.com.br/language/en-GB/chch/swisspost/redirect-new.php
